0,1
0,2
0,3
0,4
0,5
0,96
0,97
0,98
0,99
1,0
1,2
1,3
1,4
1,5
1,6
1,96
1,98
1,99
2,0
2,1
2,3
2,4
2,5
2,6
2,97
2,98
2,99
2,28
3,0
3,1
3,2
3,4
3,5
3,6
3,7
3,8
3,98
3,99
3,23
4,0
4,1
4,2
4,3
4,5
4,6
4,7
4,99
4,55
4,98
5,0
5,1
5,2
5,3
5,4
5,6
5,7
5,8
5,9
5,30
6,1
6,2
6,3
6,4
6,5
6,7
6,8
6,9
6,10
6,11
6,21
6,46
6,66
7,3
7,4
7,5
7,6
7,8
7,11
7,12
7,19
7,95
8,3
8,5
8,6
8,7
8,9
8,10
8,11
8,12
8,13
8,55
9,5
9,6
9,8
9,10
9,11
9,12
9,13
9,14
9,48
9,66
9,81
10,6
10,8
10,9
10,11
10,12
10,13
10,14
10,15
10,39
10,41
10,72
11,6
11,7
11,8
11,9
11,10
11,12
11,13
11,14
11,15
11,38
11,17
11,96
12,7
12,8
12,9
12,10
12,11
12,13
12,14
12,15
12,16
12,17
13,8
13,9
13,10
13,11
13,12
13,14
13,16
13,17
13,47
14,9
14,10
14,11
14,12
14,13
14,15
14,16
14,17
14,18
14,19
14,75
15,10
15,11
15,12
15,14
15,19
15,76
16,12
16,13
16,14
16,17
16,18
16,19
16,20
16,21
16,25
16,87
17,12
17,13
17,14
17,16
17,18
17,19
17,22
17,11
18,14
18,16
18,17
18,19
18,21
18,22
18,23
18,94
18,90
19,14
19,15
19,16
19,17
19,18
19,20
19,21
19,22
19,23
19,24
19,7
19,37
19,59
20,16
20,19
20,21
20,23
20,24
20,25
20,52
20,28
20,36
20,37
20,59
20,91
21,16
21,18
21,19
21,20
21,22
21,23
21,24
21,25
21,26
21,6
21,64
22,17
22,18
22,19
22,21
22,23
22,24
22,25
22,26
22,27
22,87
22,82
23,18
23,19
23,20
23,21
23,22
23,24
23,26
23,27
23,28
23,3
23,64
23,83
24,19
24,20
24,21
24,22
24,23
24,26
24,27
24,28
24,29
24,53
25,20
25,21
25,22
25,26
25,27
25,29
25,30
25,41
25,16
25,78
26,21
26,22
26,23
26,24
26,25
26,27
26,28
26,29
26,30
26,31
27,22
27,23
27,24
27,25
27,26
27,28
27,29
27,30
27,31
27,32
27,58
27,72
27,95
28,23
28,24
28,26
28,27
28,29
28,30
28,32
28,20
28,36
28,2
28,61
28,68
29,24
29,25
29,26
29,27
29,28
29,30
29,31
29,32
29,33
29,34
29,52
30,25
30,26
30,27
30,28
30,29
30,31
30,32
30,34
30,35
30,5
31,26
31,27
31,29
31,30
31,32
31,33
31,34
31,35
31,36
32,27
32,28
32,29
32,30
32,31
32,33
32,34
32,36
32,37
32,90
33,29
33,31
33,32
33,34
33,35
33,36
33,38
34,29
34,30
34,31
34,32
34,33
34,35
34,36
34,38
34,39
34,76
34,84
35,30
35,31
35,33
35,34
35,36
35,37
35,38
35,39
35,40
35,78
35,95
36,31
36,32
36,33
36,34
36,35
36,37
36,38
36,39
36,40
36,41
36,20
36,28
36,89
37,32
37,35
37,36
37,39
37,40
37,41
37,42
37,19
37,20
38,33
38,34
38,35
38,36
38,39
38,40
38,42
38,43
38,11
38,57
39,34
39,35
39,36
39,37
39,38
39,40
39,41
39,42
39,43
39,44
39,10
39,45
40,35
40,36
40,37
40,38
40,39
40,41
40,42
40,43
40,44
40,45
41,36
41,37
41,39
41,40
41,42
41,44
41,45
41,46
41,25
41,48
41,10
42,37
42,38
42,39
42,40
42,41
42,43
42,44
42,46
42,47
42,92
43,38
43,39
43,40
43,42
43,44
43,45
43,46
43,47
43,48
44,39
44,40
44,41
44,42
44,43
44,46
44,47
44,49
44,68
45,40
45,41
45,43
45,46
45,49
45,50
45,39
46,41
46,42
46,43
46,44
46,45
46,47
46,48
46,50
46,51
46,6
47,42
47,43
47,44
47,46
47,48
47,49
47,50
47,51
47,52
47,13
47,90
48,43
48,46
48,47
48,49
48,50
48,51
48,52
48,53
48,9
48,41
48,62
48,57
49,44
49,45
49,47
49,48
49,50
49,51
49,52
49,53
49,54
50,45
50,46
50,47
50,48
50,49
50,51
50,52
50,53
50,54
50,90
51,46
51,47
51,48
51,49
51,50
51,54
51,55
51,56
51,70
52,47
52,48
52,49
52,50
52,54
52,56
52,57
52,20
52,29
52,89
53,48
53,49
53,50
53,54
53,55
53,56
53,57
53,58
53,24
54,49
54,50
54,51
54,52
54,53
54,55
54,56
54,57
54,58
54,59
55,51
55,53
55,54
55,56
55,57
55,58
55,60
55,4
55,8
56,51
56,52
56,53
56,54
56,55
56,58
56,59
56,60
56,61
57,52
57,53
57,54
57,55
57,58
57,60
57,62
57,48
57,38
58,53
58,54
58,55
58,56
58,57
58,59
58,60
58,61
58,62
58,27
58,81
59,54
59,56
59,58
59,60
59,61
59,62
59,64
59,96
59,20
59,19
59,72
60,55
60,56
60,57
60,58
60,59
60,61
60,62
60,64
60,65
60,88
61,56
61,58
61,59
61,60
61,62
61,65
61,66
61,69
61,28
61,63
61,73
62,57
62,58
62,59
62,60
62,61
62,63
62,64
62,65
62,66
62,67
62,48
63,62
63,65
63,67
63,68
63,61
63,72
63,74
63,77
64,59
64,60
64,62
64,65
64,66
64,68
64,69
64,23
64,21
64,81
65,60
65,61
65,62
65,63
65,64
65,66
65,67
65,68
65,69
65,70
66,61
66,62
66,64
66,65
66,67
66,71
66,9
66,6
67,62
67,63
67,65
67,66
67,68
67,69
67,70
67,71
67,72
68,63
68,64
68,65
68,67
68,69
68,70
68,71
68,73
68,44
68,28
69,64
69,65
69,67
69,68
69,70
69,71
69,72
69,73
69,74
69,61
70,65
70,67
70,68
70,69
70,71
70,72
70,73
70,75
70,51
70,78
70,89
71,66
71,67
71,68
71,69
71,70
71,72
71,73
71,75
71,92
72,67
72,69
72,70
72,71
72,73
72,74
72,75
72,63
72,59
72,10
72,27
73,68
73,69
73,70
73,71
73,72
73,74
73,75
73,76
73,77
73,78
73,61
73,84
74,69
74,72
74,73
74,75
74,77
74,79
74,63
74,87
74,97
75,70
75,71
75,72
75,73
75,74
75,76
75,77
75,78
75,80
75,14
75,85
76,73
76,75
76,77
76,78
76,79
76,80
76,81
76,15
76,34
77,73
77,74
77,75
77,76
77,79
77,80
77,81
77,85
77,63
78,73
78,75
78,76
78,79
78,80
78,82
78,83
78,70
78,25
78,35
79,74
79,76
79,77
79,78
79,80
79,81
79,82
79,83
79,84
80,75
80,76
80,77
80,78
80,79
80,81
80,83
80,84
80,85
80,97
81,76
81,77
81,79
81,80
81,82
81,83
81,84
81,64
81,58
81,9
81,87
81,97
82,78
82,79
82,81
82,83
82,84
82,85
82,86
82,22
83,78
83,79
83,80
83,81
83,82
83,85
83,87
83,88
83,23
84,79
84,80
84,81
84,82
84,86
84,87
84,88
84,89
84,73
84,34
85,80
85,82
85,83
85,86
85,88
85,89
85,77
85,75
86,82
86,84
86,85
86,88
86,89
86,90
86,91
87,83
87,84
87,88
87,89
87,90
